title,location,industry,skills,skill_categories,description,min_salary,max_salary,med_salary
Entry Level Software Engineer,New York,Manufacturing,"['Logistics', 'Transportation Planning', 'Supply Chain Management', 'Machine Learning', 'UX Design']","['Data & AI', 'Design', 'Operations']","Exciting opportunity for a Entry Level Software Engineer in New York. Our Manufacturing division is expanding and needs someone skilled in Logistics, Transportation Planning, Supply Chain Management, Machine Learning and UX Design. Competitive salary and comprehensive benefits package. This role focuses on Data & AI and Design and Operations skills.",84992.62,137633.25,111312.935
Senior Supply Chain Analyst,San Francisco,Education,"['Docker', 'Agile Methodologies', 'UX Design', 'Scrum']","['Software Engineering', 'Product & Management', 'Design']","We are seeking a Senior Supply Chain Analyst to join our Education team. The ideal candidate will have experience with Docker, Agile Methodologies, UX Design and Scrum. This position is based in San Francisco and offers competitive compensation. Expert knowledge of Software Engineering and Product & Management and Design is required.",177384.16,258439.91,217912.035
Mid Level Business Analyst,Chicago,Education,"['Customer Service', 'AWS', 'Real Estate Law', 'Retail Sales']","['Software Engineering', 'Business']","Join our growing Education company as a Mid Level Business Analyst. Required technical skills: Customer Service, AWS, Real Estate Law and Retail Sales. Position located in Chicago with excellent benefits. Expert knowledge of Software Engineering and Business is required.",100153.77,148577.14,124365.45500000002
Mid Level HR Generalist,San Francisco,Real Estate,"['Project Management', 'EHR Systems', 'Scrum', 'Agile Methodologies', 'Machine Learning']","['Data & AI', 'Product & Management', 'Healthcare']","We are seeking a Mid Level HR Generalist to join our Real Estate team. The ideal candidate will have experience with Project Management, EHR Systems, Scrum, Agile Methodologies and Machine Learning. This position is based in San Francisco and offers competitive compensation. Strong background in Data & AI and Product & Management and Healthcare is essential.",150497.91,214868.12,182683.015
Senior Quality Assurance Engineer,Seattle,Manufacturing,"['Transportation Planning', 'Supply Chain Management', 'UX Design', 'Manufacturing Processes', 'Machine Learning']","['Data & AI', 'Design', 'Operations']","We are seeking a Senior Quality Assurance Engineer to join our Manufacturing team. The ideal candidate will have experience with Transportation Planning, Supply Chain Management, UX Design, Manufacturing Processes and Machine Learning. This position is based in Seattle and offers competitive compensation. Expert knowledge of Data & AI and Design and Operations is required.",197057.38,300311.83,248684.605
Mid Level Business Analyst,Austin,Finance,"['EHR Systems', 'UI Design', 'Clinical Trials', 'Risk Management']","['Product & Management', 'Design', 'Healthcare']","Join our growing Finance company as a Mid Level Business Analyst. Required technical skills: EHR Systems, UI Design, Clinical Trials and Risk Management. Position located in Austin with excellent benefits. Strong background in Product & Management and Design and Healthcare is essential.",117341.58,173193.7,145267.64
Senior Financial Analyst,Seattle,Finance,"['Docker', 'Python', 'Java', 'Agile Methodologies', 'Transportation Planning']","['Software Engineering', 'Product & Management', 'Operations']","Exciting opportunity for a Senior Financial Analyst in Seattle. Our Finance division is expanding and needs someone skilled in Docker, Python, Java, Agile Methodologies and Transportation Planning. Competitive salary and comprehensive benefits package. Expert knowledge of Software Engineering and Product & Management and Operations is required.",238994.45,336657.3,287825.875
Senior Quality Assurance Engineer,Chicago,Technology,"['SQL', 'Real Estate Law', 'Data Analysis', 'Node.js', 'Marketing Strategy']","['Software Engineering', 'Data & AI', 'Business']","Join our growing Technology company as a Senior Quality Assurance Engineer. Required technical skills: SQL, Real Estate Law, Data Analysis, Node.js and Marketing Strategy. Position located in Chicago with excellent benefits. This role focuses on Software Engineering and Data & AI and Business skills.",228870.39,348503.28,288686.835
Executive Data Scientist,New York,Finance,"['Investment Banking', 'Clinical Trials', 'Java', 'Customer Service', 'UX Design', 'Scrum']","['Software Engineering', 'Product & Management', 'Design', 'Finance', 'Healthcare', 'Business']","Exciting opportunity for a Executive Data Scientist in New York. Our Finance division is expanding and needs someone skilled in Investment Banking, Clinical Trials, Java, Customer Service, UX Design and Scrum. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering and Product & Management and Design and Finance and Healthcare and Business skills.",394569.89,681204.48,537887.185
Senior Supply Chain Analyst,San Francisco,Education,"['Financial Modeling', 'UX Design', 'Equity Research', 'EHR Systems']","['Design', 'Finance', 'Healthcare']","Exciting opportunity for a Senior Supply Chain Analyst in San Francisco. Our Education division is expanding and needs someone skilled in Financial Modeling, UX Design, Equity Research and EHR Systems. Competitive salary and comprehensive benefits package. Expert knowledge of Design and Finance and Healthcare is required.",160002.86,248617.54,204310.2
Mid Level Product Manager,Seattle,Healthcare,"['Customer Service', 'Machine Learning', 'Clinical Trials', 'EHR Systems', 'Business Development', 'Data Analysis']","['Data & AI', 'Healthcare', 'Business']","Exciting opportunity for a Mid Level Product Manager in Seattle. Our Healthcare division is expanding and needs someone skilled in Customer Service, Machine Learning, Clinical Trials, EHR Systems, Business Development and Data Analysis. Competitive salary and comprehensive benefits package. Strong background in Data & AI and Healthcare and Business is essential.",145014.96,205326.83,175170.895
Lead UX Designer,San Francisco,Finance,"['Transportation Planning', 'AWS', 'Logistics']","['Software Engineering', 'Operations']","Exciting opportunity for a Lead UX Designer in San Francisco. Our Finance division is expanding and needs someone skilled in Transportation Planning, AWS and Logistics. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Operations is essential.",296717.53,463644.08,380180.80500000005
Senior Data Scientist,New York,Technology,"['Marketing Strategy', 'Real Estate Law', 'Transportation Planning']","['Operations', 'Business']","We are seeking a Senior Data Scientist to join our Technology team. The ideal candidate will have experience with Marketing Strategy, Real Estate Law and Transportation Planning. This position is based in New York and offers competitive compensation. Expert knowledge of Operations and Business is required.",191149.44,310141.54,250645.49
Entry Level Customer Success Manager,Austin,Manufacturing,"['Node.js', 'SQL', 'UX Design', 'Docker']","['Software Engineering', 'Design']","We are seeking a Entry Level Customer Success Manager to join our Manufacturing team. The ideal candidate will have experience with Node.js, SQL, UX Design and Docker. This position is based in Austin and offers competitive compensation. This role focuses on Software Engineering and Design skills.",68892.76,110037.38,89465.07
Entry Level Operations Manager,Austin,Finance,"['Investment Banking', 'Real Estate Law', 'AWS', 'Docker']","['Software Engineering', 'Finance', 'Business']","We are seeking a Entry Level Operations Manager to join our Finance team. The ideal candidate will have experience with Investment Banking, Real Estate Law, AWS and Docker. This position is based in Austin and offers competitive compensation. Expert knowledge of Software Engineering and Finance and Business is required.",79016.58,130882.26,104949.42
Mid Level Business Analyst,Austin,Transportation,"['Investment Banking', 'Marketing Strategy', 'Financial Modeling', 'Business Development', 'Customer Service', 'Real Estate Law']","['Finance', 'Business']","Join our growing Transportation company as a Mid Level Business Analyst. Required technical skills: Investment Banking, Marketing Strategy, Financial Modeling, Business Development, Customer Service and Real Estate Law. Position located in Austin with excellent benefits. Strong background in Finance and Business is essential.",105893.05,152942.19,129417.62
Senior Customer Success Manager,San Francisco,Education,"['AWS', 'Project Management', 'Java', 'Risk Management']","['Software Engineering', 'Product & Management']","We are seeking a Senior Customer Success Manager to join our Education team. The ideal candidate will have experience with AWS, Project Management, Java and Risk Management. This position is based in San Francisco and offers competitive compensation. Strong background in Software Engineering and Product & Management is essential.",172942.63,251985.35,212463.99
Mid Level Customer Success Manager,San Francisco,Transportation,"['Investment Banking', 'React', 'UI Design']","['Software Engineering', 'Design', 'Finance']","Join our growing Transportation company as a Mid Level Customer Success Manager. Required technical skills: Investment Banking, React and UI Design. Position located in San Francisco with excellent benefits. This role focuses on Software Engineering and Design and Finance skills.",130658.63,182836.7,156747.665
Senior Project Manager,New York,Consulting,"['UX Design', 'Transportation Planning', 'Real Estate Law', 'Data Analysis', 'Marketing Strategy', 'React']","['Software Engineering', 'Data & AI', 'Design', 'Operations', 'Business']","Exciting opportunity for a Senior Project Manager in New York. Our Consulting division is expanding and needs someone skilled in UX Design, Transportation Planning, Real Estate Law, Data Analysis, Marketing Strategy and React. Competitive salary and comprehensive benefits package. Expert knowledge of Software Engineering and Data & AI and Design and Operations and Business is required.",250063.05,382014.44,316038.745
Senior Marketing Specialist,New York,Consulting,"['Manufacturing Processes', 'Transportation Planning', 'Investment Banking', 'Clinical Trials', 'EHR Systems']","['Finance', 'Healthcare', 'Operations']","Exciting opportunity for a Senior Marketing Specialist in New York. Our Consulting division is expanding and needs someone skilled in Manufacturing Processes, Transportation Planning, Investment Banking, Clinical Trials and EHR Systems. Competitive salary and comprehensive benefits package. Expert knowledge of Finance and Healthcare and Operations is required.",216606.63,337941.29,277273.95999999996
Executive Business Analyst,San Francisco,Retail,"['Equity Research', 'Marketing Strategy', 'Data Analysis', 'UX Design']","['Data & AI', 'Design', 'Finance', 'Business']","Exciting opportunity for a Executive Business Analyst in San Francisco. Our Retail division is expanding and needs someone skilled in Equity Research, Marketing Strategy, Data Analysis and UX Design. Competitive salary and comprehensive benefits package. Expert knowledge of Data & AI and Design and Finance and Business is required.",338254.72,597926.59,468090.65499999997
Mid Level HR Generalist,Seattle,Education,"['UI Design', 'Supply Chain Management', 'UX Design', 'Manufacturing Processes', 'Data Analysis']","['Data & AI', 'Design', 'Operations']","We are seeking a Mid Level HR Generalist to join our Education team. The ideal candidate will have experience with UI Design, Supply Chain Management, UX Design, Manufacturing Processes and Data Analysis. This position is based in Seattle and offers competitive compensation. Strong background in Data & AI and Design and Operations is essential.",113794.71,159044.46,136419.585
Senior Financial Analyst,New York,Finance,"['SQL', 'Node.js', 'Clinical Trials', 'Logistics', 'Marketing Strategy', 'Financial Modeling']","['Software Engineering', 'Finance', 'Healthcare', 'Operations', 'Business']","Join our growing Finance company as a Senior Financial Analyst. Required technical skills: SQL, Node.js, Clinical Trials, Logistics, Marketing Strategy and Financial Modeling. Position located in New York with excellent benefits. Expert knowledge of Software Engineering and Finance and Healthcare and Operations and Business is required.",251250.03,369943.89,310596.96
Mid Level Product Manager,New York,Consulting,"['UX Design', 'Java', 'Node.js', 'AWS', 'UI Design']","['Software Engineering', 'Design']","Join our growing Consulting company as a Mid Level Product Manager. Required technical skills: UX Design, Java, Node.js, AWS and UI Design. Position located in New York with excellent benefits. This role focuses on Software Engineering and Design skills.",144268.25,235067.89,189668.07
Lead Sales Manager,San Francisco,Education,"['UX Design', 'Financial Modeling', 'Investment Banking', 'UI Design']","['Design', 'Finance']","Exciting opportunity for a Lead Sales Manager in San Francisco. Our Education division is expanding and needs someone skilled in UX Design, Financial Modeling, Investment Banking and UI Design. Competitive salary and comprehensive benefits package. Strong background in Design and Finance is essential.",201244.42,306201.29,253722.85499999998
Senior Sales Manager,Seattle,Manufacturing,"['Agile Methodologies', 'SQL', 'Node.js', 'Kanban']","['Software Engineering', 'Product & Management']","Join our growing Manufacturing company as a Senior Sales Manager. Required technical skills: Agile Methodologies, SQL, Node.js and Kanban. Position located in Seattle with excellent benefits. Expert knowledge of Software Engineering and Product & Management is required.",180372.08,286361.74,233366.90999999997
Entry Level Data Scientist,Austin,Consulting,"['UX Design', 'Marketing Strategy', 'Clinical Trials', 'EHR Systems', 'Customer Service', 'Healthcare IT']","['Design', 'Healthcare', 'Business']","Exciting opportunity for a Entry Level Data Scientist in Austin. Our Consulting division is expanding and needs someone skilled in UX Design, Marketing Strategy, Clinical Trials, EHR Systems, Customer Service and Healthcare IT. Competitive salary and comprehensive benefits package. Strong background in Design and Healthcare and Business is essential.",71120.98,110806.26,90963.62
Lead HR Generalist,Austin,Finance,"['Customer Service', 'Investment Banking', 'Real Estate Law', 'Retail Sales', 'Financial Modeling', 'Equity Research']","['Finance', 'Business']","Exciting opportunity for a Lead HR Generalist in Austin. Our Finance division is expanding and needs someone skilled in Customer Service, Investment Banking, Real Estate Law, Retail Sales, Financial Modeling and Equity Research. Competitive salary and comprehensive benefits package. Expert knowledge of Finance and Business is required.",249624.23,373234.21,311429.22000000003
Senior Project Manager,San Francisco,Education,"['Supply Chain Management', 'Logistics', 'Transportation Planning', 'Risk Management', 'Kanban', 'Scrum']","['Product & Management', 'Operations']","We are seeking a Senior Project Manager to join our Education team. The ideal candidate will have experience with Supply Chain Management, Logistics, Transportation Planning, Risk Management, Kanban and Scrum. This position is based in San Francisco and offers competitive compensation. This role focuses on Product & Management and Operations skills.",175368.07,264872.52,220120.295
Lead Financial Analyst,Austin,Education,"['UX Design', 'Clinical Trials', 'Healthcare IT', 'UI Design', 'EHR Systems']","['Design', 'Healthcare']","Exciting opportunity for a Lead Financial Analyst in Austin. Our Education division is expanding and needs someone skilled in UX Design, Clinical Trials, Healthcare IT, UI Design and EHR Systems. Competitive salary and comprehensive benefits package. This role focuses on Design and Healthcare skills.",156438.48,219505.97,187972.225
Executive Financial Analyst,Seattle,Hospitality,"['Business Development', 'UX Design', 'React']","['Software Engineering', 'Design', 'Business']","We are seeking a Executive Financial Analyst to join our Hospitality team. The ideal candidate will have experience with Business Development, UX Design and React. This position is based in Seattle and offers competitive compensation. This role focuses on Software Engineering and Design and Business skills.",259477.78,485899.48,372688.63
Senior Customer Success Manager,Austin,Hospitality,"['Java', 'Transportation Planning', 'Customer Service', 'EHR Systems']","['Software Engineering', 'Healthcare', 'Operations', 'Business']","We are seeking a Senior Customer Success Manager to join our Hospitality team. The ideal candidate will have experience with Java, Transportation Planning, Customer Service and EHR Systems. This position is based in Austin and offers competitive compensation. Expert knowledge of Software Engineering and Healthcare and Operations and Business is required.",148727.79,224099.96,186413.875
Mid Level Financial Analyst,Chicago,Manufacturing,"['Healthcare IT', 'SQL', 'Docker']","['Software Engineering', 'Healthcare']","We are seeking a Mid Level Financial Analyst to join our Manufacturing team. The ideal candidate will have experience with Healthcare IT, SQL and Docker. This position is based in Chicago and offers competitive compensation. This role focuses on Software Engineering and Healthcare skills.",116262.22,167103.01,141682.615
Executive Supply Chain Analyst,Chicago,Technology,"['Logistics', 'Java', 'UI Design', 'AWS', 'Docker', 'Python']","['Software Engineering', 'Design', 'Operations']","Exciting opportunity for a Executive Supply Chain Analyst in Chicago. Our Technology division is expanding and needs someone skilled in Logistics, Java, UI Design, AWS, Docker and Python. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Design and Operations is essential.",400317.71,712388.36,556353.035
Senior Financial Analyst,Seattle,Healthcare,"['Agile Methodologies', 'Supply Chain Management', 'Kanban', 'UI Design', 'Risk Management']","['Product & Management', 'Design', 'Operations']","We are seeking a Senior Financial Analyst to join our Healthcare team. The ideal candidate will have experience with Agile Methodologies, Supply Chain Management, Kanban, UI Design and Risk Management. This position is based in Seattle and offers competitive compensation. This role focuses on Product & Management and Design and Operations skills.",184496.4,278012.73,231254.565
Senior Quality Assurance Engineer,Austin,Manufacturing,"['Java', 'Python', 'SQL']",['Software Engineering'],"Join our growing Manufacturing company as a Senior Quality Assurance Engineer. Required technical skills: Java, Python and SQL. Position located in Austin with excellent benefits. This role focuses on Software Engineering skills.",149670.05,222545.04,186107.54499999998
Executive Business Analyst,San Francisco,Hospitality,"['Customer Service', 'Real Estate Law', 'Retail Sales', 'Marketing Strategy', 'Business Development']",['Business'],"Exciting opportunity for a Executive Business Analyst in San Francisco. Our Hospitality division is expanding and needs someone skilled in Customer Service, Real Estate Law, Retail Sales, Marketing Strategy and Business Development. Competitive salary and comprehensive benefits package. Expert knowledge of Business is required.",265414.78,446414.24,355914.51
Executive Software Engineer,New York,Retail,"['Python', 'Business Development', 'Data Analysis', 'SQL', 'React', 'Node.js']","['Software Engineering', 'Data & AI', 'Business']","Exciting opportunity for a Executive Software Engineer in New York. Our Retail division is expanding and needs someone skilled in Python, Business Development, Data Analysis, SQL, React and Node.js. Competitive salary and comprehensive benefits package. Expert knowledge of Software Engineering and Data & AI and Business is required.",333722.03,552427.26,443074.645
Executive Customer Success Manager,San Francisco,Transportation,"['Node.js', 'SQL', 'Python']",['Software Engineering'],"We are seeking a Executive Customer Success Manager to join our Transportation team. The ideal candidate will have experience with Node.js, SQL and Python. This position is based in San Francisco and offers competitive compensation. Strong background in Software Engineering is essential.",331501.6,545529.0,438515.3
Mid Level Business Analyst,San Francisco,Real Estate,"['Risk Management', 'Data Analysis', 'Machine Learning', 'Healthcare IT', 'Kanban', 'EHR Systems']","['Data & AI', 'Product & Management', 'Healthcare']","We are seeking a Mid Level Business Analyst to join our Real Estate team. The ideal candidate will have experience with Risk Management, Data Analysis, Machine Learning, Healthcare IT, Kanban and EHR Systems. This position is based in San Francisco and offers competitive compensation. Expert knowledge of Data & AI and Product & Management and Healthcare is required.",151158.89,231700.37,191429.63
Lead Operations Manager,New York,Hospitality,"['SQL', 'Marketing Strategy', 'React', 'Docker', 'Equity Research', 'Agile Methodologies']","['Software Engineering', 'Product & Management', 'Finance', 'Business']","Join our growing Hospitality company as a Lead Operations Manager. Required technical skills: SQL, Marketing Strategy, React, Docker, Equity Research and Agile Methodologies. Position located in New York with excellent benefits. Expert knowledge of Software Engineering and Product & Management and Finance and Business is required.",230468.65,327463.35,278966.0
Executive Operations Manager,Seattle,Real Estate,"['Kanban', 'Project Management', 'Data Analysis']","['Data & AI', 'Product & Management']","We are seeking a Executive Operations Manager to join our Real Estate team. The ideal candidate will have experience with Kanban, Project Management and Data Analysis. This position is based in Seattle and offers competitive compensation. Expert knowledge of Data & AI and Product & Management is required.",298831.64,542704.85,420768.245
Mid Level Quality Assurance Engineer,Chicago,Education,"['Project Management', 'Transportation Planning', 'Risk Management', 'EHR Systems', 'Java', 'Healthcare IT']","['Software Engineering', 'Product & Management', 'Healthcare', 'Operations']","Exciting opportunity for a Mid Level Quality Assurance Engineer in Chicago. Our Education division is expanding and needs someone skilled in Project Management, Transportation Planning, Risk Management, EHR Systems, Java and Healthcare IT. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Product & Management and Healthcare and Operations is essential.",106928.75,151842.24,129385.495
Senior HR Generalist,New York,Consulting,"['Scrum', 'Agile Methodologies', 'Project Management']",['Product & Management'],"Exciting opportunity for a Senior HR Generalist in New York. Our Consulting division is expanding and needs someone skilled in Scrum, Agile Methodologies and Project Management. Competitive salary and comprehensive benefits package. Strong background in Product & Management is essential.",193229.98,298942.5,246086.24
Lead Project Manager,Seattle,Healthcare,"['Python', 'Docker', 'Manufacturing Processes']","['Software Engineering', 'Operations']","Exciting opportunity for a Lead Project Manager in Seattle. Our Healthcare division is expanding and needs someone skilled in Python, Docker and Manufacturing Processes. Competitive salary and comprehensive benefits package. Expert knowledge of Software Engineering and Operations is required.",238597.53,335886.29,287241.91
Senior HR Generalist,New York,Education,"['UX Design', 'Customer Service', 'Investment Banking', 'Data Analysis', 'Java']","['Software Engineering', 'Data & AI', 'Design', 'Finance', 'Business']","We are seeking a Senior HR Generalist to join our Education team. The ideal candidate will have experience with UX Design, Customer Service, Investment Banking, Data Analysis and Java. This position is based in New York and offers competitive compensation. Strong background in Software Engineering and Data & AI and Design and Finance and Business is essential.",172217.84,260278.43,216248.135
Senior Software Engineer,San Francisco,Manufacturing,"['Transportation Planning', 'AWS', 'Python', 'Logistics', 'Node.js']","['Software Engineering', 'Operations']","Exciting opportunity for a Senior Software Engineer in San Francisco. Our Manufacturing division is expanding and needs someone skilled in Transportation Planning, AWS, Python, Logistics and Node.js. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Operations is essential.",203890.89,318797.5,261344.195
Executive Sales Manager,Chicago,Manufacturing,"['Financial Modeling', 'Investment Banking', 'UI Design']","['Design', 'Finance']","Join our growing Manufacturing company as a Executive Sales Manager. Required technical skills: Financial Modeling, Investment Banking and UI Design. Position located in Chicago with excellent benefits. Expert knowledge of Design and Finance is required.",286623.02,474184.43,380403.725
Executive Customer Success Manager,Austin,Consulting,"['Python', 'Node.js', 'AWS', 'Healthcare IT', 'Docker']","['Software Engineering', 'Healthcare']","Join our growing Consulting company as a Executive Customer Success Manager. Required technical skills: Python, Node.js, AWS, Healthcare IT and Docker. Position located in Austin with excellent benefits. Expert knowledge of Software Engineering and Healthcare is required.",303624.29,566358.28,434991.28500000003
Entry Level HR Generalist,Chicago,Transportation,"['UI Design', 'Customer Service', 'Retail Sales', 'Marketing Strategy', 'Real Estate Law']","['Design', 'Business']","Join our growing Transportation company as a Entry Level HR Generalist. Required technical skills: UI Design, Customer Service, Retail Sales, Marketing Strategy and Real Estate Law. Position located in Chicago with excellent benefits. This role focuses on Design and Business skills.",61944.91,95568.76,78756.83499999999
Entry Level Supply Chain Analyst,San Francisco,Consulting,"['Scrum', 'Agile Methodologies', 'Risk Management', 'Kanban', 'Project Management', 'UX Design']","['Product & Management', 'Design']","Join our growing Consulting company as a Entry Level Supply Chain Analyst. Required technical skills: Scrum, Agile Methodologies, Risk Management, Kanban, Project Management and UX Design. Position located in San Francisco with excellent benefits. Strong background in Product & Management and Design is essential.",92592.51,161745.11,127168.81
Senior Software Engineer,Chicago,Healthcare,"['SQL', 'Transportation Planning', 'Manufacturing Processes', 'Java']","['Software Engineering', 'Operations']","Exciting opportunity for a Senior Software Engineer in Chicago. Our Healthcare division is expanding and needs someone skilled in SQL, Transportation Planning, Manufacturing Processes and Java. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering and Operations skills.",189557.83,268914.41,229236.12
Entry Level HR Generalist,San Francisco,Transportation,"['SQL', 'AWS', 'Scrum', 'Docker']","['Software Engineering', 'Product & Management']","We are seeking a Entry Level HR Generalist to join our Transportation team. The ideal candidate will have experience with SQL, AWS, Scrum and Docker. This position is based in San Francisco and offers competitive compensation. Expert knowledge of Software Engineering and Product & Management is required.",78757.54,132936.09,105846.815
Senior Data Scientist,Seattle,Transportation,"['Healthcare IT', 'Supply Chain Management', 'Manufacturing Processes', 'Logistics', 'Business Development', 'Clinical Trials']","['Healthcare', 'Operations', 'Business']","Exciting opportunity for a Senior Data Scientist in Seattle. Our Transportation division is expanding and needs someone skilled in Healthcare IT, Supply Chain Management, Manufacturing Processes, Logistics, Business Development and Clinical Trials. Competitive salary and comprehensive benefits package. Expert knowledge of Healthcare and Operations and Business is required.",162252.08,240690.24,201471.15999999997
Lead Product Manager,New York,Hospitality,"['Supply Chain Management', 'Equity Research', 'Investment Banking', 'Node.js']","['Software Engineering', 'Finance', 'Operations']","Join our growing Hospitality company as a Lead Product Manager. Required technical skills: Supply Chain Management, Equity Research, Investment Banking and Node.js. Position located in New York with excellent benefits. This role focuses on Software Engineering and Finance and Operations skills.",220297.28,300159.28,260228.28000000003
Senior Business Analyst,Chicago,Transportation,"['Clinical Trials', 'Healthcare IT', 'Investment Banking']","['Finance', 'Healthcare']","Exciting opportunity for a Senior Business Analyst in Chicago. Our Transportation division is expanding and needs someone skilled in Clinical Trials, Healthcare IT and Investment Banking. Competitive salary and comprehensive benefits package. This role focuses on Finance and Healthcare skills.",157107.73,223665.19,190386.46000000002
Mid Level Quality Assurance Engineer,Seattle,Finance,"['Logistics', 'Supply Chain Management', 'Marketing Strategy', 'Manufacturing Processes']","['Operations', 'Business']","Join our growing Finance company as a Mid Level Quality Assurance Engineer. Required technical skills: Logistics, Supply Chain Management, Marketing Strategy and Manufacturing Processes. Position located in Seattle with excellent benefits. This role focuses on Operations and Business skills.",123232.76,191852.47,157542.615
Mid Level Marketing Specialist,Seattle,Technology,"['Equity Research', 'Investment Banking', 'EHR Systems', 'Financial Modeling', 'Clinical Trials', 'Healthcare IT']","['Finance', 'Healthcare']","Exciting opportunity for a Mid Level Marketing Specialist in Seattle. Our Technology division is expanding and needs someone skilled in Equity Research, Investment Banking, EHR Systems, Financial Modeling, Clinical Trials and Healthcare IT. Competitive salary and comprehensive benefits package. Strong background in Finance and Healthcare is essential.",156777.58,244961.13,200869.35499999998
Lead HR Generalist,New York,Manufacturing,"['Investment Banking', 'UX Design', 'Kanban', 'Node.js']","['Software Engineering', 'Product & Management', 'Design', 'Finance']","We are seeking a Lead HR Generalist to join our Manufacturing team. The ideal candidate will have experience with Investment Banking, UX Design, Kanban and Node.js. This position is based in New York and offers competitive compensation. Expert knowledge of Software Engineering and Product & Management and Design and Finance is required.",237366.75,346454.63,291910.69
Lead Product Manager,New York,Education,"['Node.js', 'Investment Banking', 'React']","['Software Engineering', 'Finance']","Exciting opportunity for a Lead Product Manager in New York. Our Education division is expanding and needs someone skilled in Node.js, Investment Banking and React. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Finance is essential.",187529.06,276647.43,232088.245
Executive Supply Chain Analyst,San Francisco,Healthcare,"['Healthcare IT', 'React', 'Project Management', 'Retail Sales', 'Scrum', 'AWS']","['Software Engineering', 'Product & Management', 'Healthcare', 'Business']","Exciting opportunity for a Executive Supply Chain Analyst in San Francisco. Our Healthcare division is expanding and needs someone skilled in Healthcare IT, React, Project Management, Retail Sales, Scrum and AWS. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering and Product & Management and Healthcare and Business skills.",389439.53,663884.73,526662.13
Entry Level HR Generalist,San Francisco,Real Estate,"['Scrum', 'Risk Management', 'UI Design']","['Product & Management', 'Design']","We are seeking a Entry Level HR Generalist to join our Real Estate team. The ideal candidate will have experience with Scrum, Risk Management and UI Design. This position is based in San Francisco and offers competitive compensation. Expert knowledge of Product & Management and Design is required.",75718.82,128937.86,102328.34
Entry Level Software Engineer,Austin,Consulting,"['UI Design', 'Logistics', 'Machine Learning', 'Manufacturing Processes', 'Transportation Planning']","['Data & AI', 'Design', 'Operations']","Exciting opportunity for a Entry Level Software Engineer in Austin. Our Consulting division is expanding and needs someone skilled in UI Design, Logistics, Machine Learning, Manufacturing Processes and Transportation Planning. Competitive salary and comprehensive benefits package. Strong background in Data & AI and Design and Operations is essential.",86178.31,130276.7,108227.505
Senior Product Manager,Austin,Consulting,"['Scrum', 'Risk Management', 'Project Management', 'Agile Methodologies', 'Kanban']",['Product & Management'],"We are seeking a Senior Product Manager to join our Consulting team. The ideal candidate will have experience with Scrum, Risk Management, Project Management, Agile Methodologies and Kanban. This position is based in Austin and offers competitive compensation. Expert knowledge of Product & Management is required.",165961.34,255355.65,210658.495
Executive Product Manager,New York,Transportation,"['Supply Chain Management', 'Machine Learning', 'Transportation Planning', 'Manufacturing Processes', 'Data Analysis']","['Data & AI', 'Operations']","Join our growing Transportation company as a Executive Product Manager. Required technical skills: Supply Chain Management, Machine Learning, Transportation Planning, Manufacturing Processes and Data Analysis. Position located in New York with excellent benefits. Expert knowledge of Data & AI and Operations is required.",337831.31,537104.18,437467.745
Senior Customer Success Manager,Chicago,Hospitality,"['Project Management', 'Risk Management', 'Kanban', 'Agile Methodologies', 'Scrum']",['Product & Management'],"We are seeking a Senior Customer Success Manager to join our Hospitality team. The ideal candidate will have experience with Project Management, Risk Management, Kanban, Agile Methodologies and Scrum. This position is based in Chicago and offers competitive compensation. Strong background in Product & Management is essential.",151023.8,224962.8,187993.3
Mid Level Business Analyst,New York,Transportation,"['Financial Modeling', 'Investment Banking', 'Equity Research']",['Finance'],"Exciting opportunity for a Mid Level Business Analyst in New York. Our Transportation division is expanding and needs someone skilled in Financial Modeling, Investment Banking and Equity Research. Competitive salary and comprehensive benefits package. Strong background in Finance is essential.",107751.97,163350.33,135551.15
Mid Level Operations Manager,Austin,Manufacturing,"['React', 'Node.js', 'Scrum', 'Agile Methodologies']","['Software Engineering', 'Product & Management']","Exciting opportunity for a Mid Level Operations Manager in Austin. Our Manufacturing division is expanding and needs someone skilled in React, Node.js, Scrum and Agile Methodologies. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering and Product & Management skills.",110312.11,166384.69,138348.4
Executive Supply Chain Analyst,San Francisco,Consulting,"['Investment Banking', 'Financial Modeling', 'Clinical Trials']","['Finance', 'Healthcare']","We are seeking a Executive Supply Chain Analyst to join our Consulting team. The ideal candidate will have experience with Investment Banking, Financial Modeling and Clinical Trials. This position is based in San Francisco and offers competitive compensation. Expert knowledge of Finance and Healthcare is required.",360785.36,636820.87,498803.115
